Year,Month,Day,Period,1,2,3
2020,1,3,23,1623.6040499999997,1655.381335530925,1043.7744304992998
2020,1,3,24,1498.26116,1620.5883131900778,1020.9663457014475
2020,1,4,1,1375.3434800000002,1549.706699173002,960.977230990513
2020,1,4,2,1296.9220500000001,1482.2506468499298,878.2168614046543
2020,1,4,3,1226.9219600000001,1405.7759316842264,782.5982967662062
2020,1,4,4,1170.83959,1326.058715457954,727.8106360891755
2020,1,4,5,1136.0892300000003,1269.9707572879272,716.5335924611568
2020,1,4,6,1132.9777199999999,1256.9874407141704,744.3098017556903
2020,1,4,7,1147.8807100000001,1274.8086035912881,782.2150668628892
2020,1,4,8,1184.42075,1299.8968123556235,870.2214627271122
2020,1,4,9,1225.05504,1359.4321061836013,999.933918160433
2020,1,4,10,1196.02643,1369.5104446963696,1203.2136361832097
2020,1,4,11,1320.6254,1505.2633874160938,1358.687079679533
2020,1,4,12,1439.27964,1701.2843120735142,1316.3438953696195
2020,1,4,13,1607.7475499999998,1731.7125865956739,1207.2108263380842
2020,1,4,14,1827.52263,1799.7210619737432,1118.0151405589893
2020,1,4,15,2045.38082,1829.2222445063508,1045.5406035254093
2020,1,4,16,2205.13241,1845.5099723714263,986.3609799030858
2020,1,4,17,2308.68856,1841.6742862707856,904.7714635504522
2020,1,4,18,2349.0447799999997,1794.3267523713141,873.668233822182
2020,1,4,19,2339.2089300000002,1728.673494366734,873.655675747315
2020,1,4,20,2144.02251,1632.7239798255603,886.1454676286562
2020,1,4,21,1864.63202,1560.229925231462,937.0067646935438
2020,1,4,22,1747.7550600000002,1590.9287927083333,1012.7541541862613
2020,1,4,23,1583.2234899999996,1558.763418595221,1026.0931640315735
2020,1,4,24,1464.5142200000003,1526.6877716213826,998.6800941287199
2020,1,5,1,1338.57582,1444.9088090769553,943.1735681215458
2020,1,5,2,1267.07504,1388.2395966047548,869.369781258227
2020,1,5,3,1194.7443,1316.9400307916167,757.0317940601769
2020,1,5,4,1136.10267,1233.3228897160752,742.9705224822574
2020,1,5,5,1126.51909,1215.9471541593355,710.8471730694131
2020,1,5,6,1115.13729,1203.4687929769223,737.6860118100503
2020,1,5,7,1130.19342,1216.892452425899,795.0489155308718
2020,1,5,8,1165.42644,1248.31641346,895.3495505407153
2020,1,5,9,1218.77134,1314.9302634081905,993.0085351889461
2020,1,5,10,1228.9200199999998,1358.4344714591048,1200.3231611735112
2020,1,5,11,1351.03877,1498.3365880579527,1350.4590904611591
2020,1,5,12,1478.0039199999999,1708.4146750650211,1338.978403510221
2020,1,5,13,1656.27653,1755.503285055485,1200.2045747815594
2020,1,5,14,1856.21722,1847.4496166075455,1079.527253853889
2020,1,5,15,2098.5774100000003,1900.4770760445567,1015.8475826915528
2020,1,5,16,2291.3487,1909.627449526974,969.6670074328636
2020,1,5,17,2390.9587700000006,1894.3154144042762,908.0600807584019
2020,1,5,18,2385.2769399999997,1828.3851562909233,877.3369137372398
2020,1,5,19,2239.7373200000006,1734.0446851776524,867.1541153290644
2020,1,5,20,2092.8830900000003,1652.3483866365998,895.9270670871074
2020,1,5,21,1894.02133,1578.2883384403144,928.9312866886996
2020,1,5,22,1772.59803,1626.2929884540486,1008.7670848932546
2020,1,5,23,1617.7524099999998,1592.21430025482,1029.4164278842525
2020,1,5,24,1495.99994,1551.476417040125,1016.9865455531599
2020,1,6,1,1392.24548,1502.2421453329982,957.5744576420849
2020,1,6,2,1302.24051,1428.5069505392955,876.9997600567716
2020,1,6,3,1221.00835,1353.6033468640928,789.997146274365
2020,1,6,4,1158.09801,1276.123360238105,766.8056106784503
2020,1,6,5,968.88275,1122.6057347094425,764.8647831611202
2020,1,6,6,956.76164,1115.8488333925698,816.0561219268171
2020,1,6,7,962.3490400000001,1127.1085818539027,856.4785064324461
2020,1,6,8,986.18041,1153.4226262855339,922.6193959093036
2020,1,6,9,1027.47567,1205.9027012556026,1047.064412464897
2020,1,6,10,1007.5333499999999,1207.1728851551034,1242.7445892383582
2020,1,6,11,1081.7096999999999,1310.9772430532337,1347.2252941859813
2020,1,6,12,1153.7934300000004,1496.6241251678614,1392.7872857516684
2020,1,6,13,1237.27609,1500.2381547431498,1318.3021354274895
2020,1,6,14,1305.2597700000001,1526.8987986782233,1138.429955861671
2020,1,6,15,1423.32248,1511.6862445704821,1019.016031270456
2020,1,6,16,1557.31727,1488.573806687021,927.0198106692051
2020,1,6,17,1680.19939,1469.0855865965975,851.0107756293665
2020,1,6,18,1726.8524400000001,1450.591147701061,827.0544320829972
2020,1,6,19,1734.2794600000002,1428.1024442721207,845.4859307648957
2020,1,6,20,1685.5466700000002,1403.485784483149,877.3283660181563
2020,1,6,21,1558.3394300000002,1384.1371446247722,917.2460672034721
2020,1,6,22,1501.8186,1429.364406620168,996.363683604132
2020,1,6,23,1394.5178700000001,1423.219104540319,1031.078580331965
2020,1,6,24,1307.96416,1417.572716379993,1042.8858305571043
2020,1,7,1,1227.98058,1384.691626967397,981.2501789731926
2020,1,7,2,1153.35574,1336.9426060974586,905.3978576875129
2020,1,7,3,1086.2096399999998,1261.3125873664017,799.5852826253282
2020,1,7,4,1024.3552799999998,1167.0907751944526,767.2719244033439
2020,1,7,5,927.1788,1070.6610122244801,772.7559418416005
2020,1,7,6,918.4358100000001,1064.6984993620354,811.4549917246796
2020,1,7,7,923.7253500000002,1066.8177084647532,857.1697518470879
2020,1,7,8,945.83974,1091.4184418501477,940.4102316536371
2020,1,7,9,984.69751,1147.1440270976605,1055.7353491821991
2020,1,7,10,1035.6425700000002,1205.8427163461722,1217.3502805718404
2020,1,7,11,1095.86744,1283.5957334327852,1320.4156863977378
2020,1,7,12,966.9170300000001,1278.639658462011,1334.1434715863827
2020,1,7,13,1048.6875,1301.527662581857,1230.676489339376
2020,1,7,14,1194.2949000000003,1421.3313620058452,1084.1636757567408
2020,1,7,15,1260.8448999999998,1418.1322428860083,962.4306754820167
2020,1,7,16,1333.93239,1403.933959721268,887.5674557366965
2020,1,7,17,1385.8947,1389.9734472414093,831.7500726604427
2020,1,7,18,1422.8306100000002,1370.7571478727784,811.821211424207
2020,1,7,19,1425.13767,1332.9258474666285,823.7282215796681
2020,1,7,20,1381.27416,1298.368330468238,882.7612561751687
2020,1,7,21,1297.1878400000003,1280.4794229971603,926.416029191232
2020,1,7,22,1305.67351,1380.0530628651356,987.9989611532811
2020,1,7,23,1243.6849700000002,1385.4907820309895,994.931332376989
2020,1,7,24,1188.7717900000005,1372.6194552991938,988.9058301963371
2020,1,8,1,1133.8143400000001,1324.663305618897,932.3951777773625
2020,1,8,2,1070.3858799999998,1272.25809856777,864.2032885066153
2020,1,8,3,1008.2721300000001,1199.4960237011178,731.4415634563179
2020,1,8,4,953.2179,1110.593429194067,709.3172250899403
2020,1,8,5,1138.9839700000002,1212.204986503923,688.0397116068402
2020,1,8,6,1125.82229,1193.1600801783256,708.9727046302984
2020,1,8,7,1134.6582799999999,1203.5459070195445,732.8803244696879
2020,1,8,8,1164.2948000000001,1234.3220202234893,819.6612807915751
2020,1,8,9,1215.8921799999996,1293.3128000811291,943.5452019581753
2020,1,8,10,1229.9336,1300.2354404552418,1167.4799621939737
2020,1,8,11,1349.7904399999998,1447.0310989400866,1332.260645047743
2020,1,8,12,1473.0634400000001,1678.5664892250868,1315.4867160260942
2020,1,8,13,1660.6680400000005,1714.9903957063696,1169.2068195457055
2020,1,8,14,1842.49292,1786.4399716822477,1085.0339253469933
2020,1,8,15,2006.3698200000001,1832.2204511950192,1031.0576173424658
2020,1,8,16,2117.98221,1854.0853541241167,1035.9235425150544
2020,1,8,17,2173.17999,1853.0888122467939,1000.465734566441
2020,1,8,18,2151.615,1795.120157380227,1025.476839723602
2020,1,8,19,2052.2424700000006,1721.6872162123261,1067.0965517539685
2020,1,8,20,1937.62648,1645.353970632981,1113.5384061108791
2020,1,8,21,1778.7157700000005,1585.775522861171,1127.6420756311766
2020,1,8,22,1722.63667,1630.393229726682,1130.6993813638026
2020,1,8,23,1596.8297999999998,1592.056403204516,1100.4892324806945
2020,1,8,24,1500.80111,1542.6958686888643,1041.697963662856
2020,1,9,1,1413.20496,1483.857918800631,941.9657482662102
2020,1,9,2,1331.7903199999998,1414.0524893489373,850.6511743987899
2020,1,9,3,1256.98159,1320.5267102926155,708.988623087782
2020,1,9,4,1192.7677999999996,1218.5487443765157,636.1190631722764
2020,1,9,5,1162.7359199999999,1177.448554272613,606.4799790064747
2020,1,9,6,1155.30427,1159.5276199674427,621.2274279345957
2020,1,9,7,1171.12564,1162.22131147624,638.0899217138023
2020,1,9,8,1205.1983799999998,1186.0321708883253,712.7011386970294
2020,1,9,9,1262.5073799999998,1242.943181179698,807.4762687136076
2020,1,9,10,1248.5218999999997,1260.0110884646913,977.9691167250343
2020,1,9,11,1371.25657,1399.2332657511777,1137.175903387622
2020,1,9,12,1514.5529000000004,1625.7655669873368,1157.5653211246934
2020,1,9,13,1675.58441,1668.666363984823,1098.1591774797514
2020,1,9,14,1836.8924,1754.260562493572,1055.7963389399927
2020,1,9,15,2016.9257800000005,1812.342050582697,1018.5757229151986
2020,1,9,16,2162.7710899999997,1835.535250097883,1013.4119125029014
2020,1,9,17,2221.33585,1815.2946713129024,970.9928860676747
2020,1,9,18,2197.37805,1754.6859013695503,939.5678497907421
2020,1,9,19,2086.8726900000006,1666.65878241925,924.4606372007777
2020,1,9,20,1944.81383,1575.808212517283,950.495705622147
2020,1,9,21,1773.49544,1514.3966444095672,1003.3120594904038
2020,1,9,22,1729.86355,1549.9369856655112,1054.5625088514555
2020,1,9,23,1611.6294799999996,1523.9755343362328,1051.9514514221457
2020,1,9,24,1512.89291,1482.6539218945518,1015.2895388542917
2020,1,10,1,1420.75179,1432.4445167604993,935.686206340971
2020,1,10,2,1334.0056200000001,1372.57057368916,828.6857851450944
2020,1,10,3,1250.7628400000003,1300.9293226655004,694.3192644376774
2020,1,10,4,1182.10284,1216.7991127533144,623.1197229556313
2020,1,10,5,1155.9044599999995,1188.057776083885,583.2920316023855
2020,1,10,6,1140.40472,1175.2949981305674,583.0014676734817
2020,1,10,7,1148.7975900000001,1181.4928291298065,595.8439166472103
2020,1,10,8,1179.81674,1207.8192123996052,643.3602497153447
2020,1,10,9,1233.84978,1265.9227785634719,731.927427397733
2020,1,10,10,1236.5722400000002,1269.3050469695893,905.6518598123947
2020,1,10,11,1358.52252,1401.003336263277,1047.4943469280931
2020,1,10,12,1497.5307799999998,1634.6491388087436,1088.7061435250175
2020,1,10,13,1688.1441200000002,1706.265026358976,1073.0395828172248
2020,1,10,14,1873.0848899999999,1766.389228328128,1044.0372648358755
2020,1,10,15,2034.62476,1794.5129362798052,1010.5739694445315
2020,1,10,16,2162.1672200000003,1803.8071240050012,992.0247495442666
2020,1,10,17,2229.3577,1793.8984471291149,947.3527739912133
2020,1,10,18,2213.28415,1738.2357389084855,947.0790057542109
2020,1,10,19,2128.5836600000002,1655.0617329079867,925.5656748856227
2020,1,10,20,1996.69386,1578.5849235479843,920.756460043259
2020,1,10,21,1823.62111,1512.8555903517674,934.418196941558
2020,1,10,22,1745.52091,1552.4011084925999,1012.2496465331039
2020,1,10,23,1598.74644,1527.2165746542191,1024.0587359057918
2020,1,10,24,1491.7378099999999,1498.0444565533078,1009.7777879305536
2020,1,11,1,1395.2094499999994,1444.650119183952,933.5676544915766
2020,1,11,2,1312.9484999999997,1396.0258618663097,846.7986061725909
2020,1,11,3,1236.45821,1327.1266674127003,713.133946680183
2020,1,11,4,1178.0865700000002,1243.9612012486941,641.2968144081592
2020,1,11,5,1145.06519,1204.1416023523186,624.5710145086125
2020,1,11,6,1136.4901,1202.9457621935674,624.2043093263087
2020,1,11,7,1149.57984,1217.788777455683,669.1597521530772
2020,1,11,8,1180.60789,1252.9862246666637,708.9543787942529
2020,1,11,9,1233.88842,1319.9996491150855,809.7526647750127
2020,1,11,10,1215.6284500000002,1331.7500413189985,988.4538475594414
2020,1,11,11,1327.6070400000006,1464.590940670134,1153.260759579214
2020,1,11,12,1456.82705,1668.1315601828037,1137.5542373354076
2020,1,11,13,1616.5080000000003,1681.724123281769,1066.081470137027
2020,1,11,14,1784.4179799999995,1728.9394927481128,1031.1005200726277
2020,1,11,15,1963.06315,1744.2208309335854,1003.5100729323258
2020,1,11,16,2095.72509,1740.7886203448863,997.6307115860269
2020,1,11,17,2161.6545699999997,1743.050930759728,964.0082752034268
2020,1,11,18,2149.1998799999997,1677.7481551195347,945.8941318153298
2020,1,11,19,2099.7128199999997,1617.2014905519438,966.281434290574
2020,1,11,20,1987.32644,1549.241407742431,1014.0646017378415
2020,1,11,21,1802.47627,1481.913359811952,1045.6095828396276
2020,1,11,22,1693.7894800000004,1512.3901902992154,1072.472686799811
2020,1,11,23,1555.31879,1488.935104613609,1073.887631554991
2020,1,11,24,1454.0107600000001,1466.1257387022915,1031.5538226716299
2020,1,12,1,1365.6563300000003,1424.0247564227689,933.9636197822873
2020,1,12,2,1292.51736,1374.6919729368753,824.691106345794
2020,1,12,3,1225.09627,1303.9297714763716,702.7157475189447
2020,1,12,4,1163.0152099999996,1223.2523537982615,652.5292174932299
2020,1,12,5,1157.19538,1213.2388290028734,630.0035753632782
2020,1,12,6,1144.6014700000003,1213.5273364654006,637.4180773620841
2020,1,12,7,1156.31826,1234.5199091416378,677.8703234256253
2020,1,12,8,1184.21935,1273.3919190114905,721.3916896853325
2020,1,12,9,1238.1987500000002,1348.9738854070088,831.8011365699472
2020,1,12,10,1235.20781,1358.2117559628953,1058.7910884031696
2020,1,12,11,1355.20444,1513.6724439123311,1206.6170377688773
2020,1,12,12,1505.50298,1738.8912099519987,1208.0685023781025
2020,1,12,13,1666.9795700000002,1773.3801874199246,1127.6884641502597
2020,1,12,14,1849.12574,1845.1782440351233,1042.0585179543511
2020,1,12,15,2035.6864699999999,1873.8522729126403,998.7492364748174
2020,1,12,16,2175.12195,1889.7965081216093,988.639459850651
2020,1,12,17,2250.95834,1885.7387287260233,949.6825203989235
2020,1,12,18,2245.45291,1821.63345481906,942.1115987240672
2020,1,12,19,2166.59405,1740.059083416256,983.6427078614612
2020,1,12,20,2047.10132,1646.3124126552952,1012.0767460208505
2020,1,12,21,1856.4161000000001,1560.1588329264032,1046.6401200613927
2020,1,12,22,1753.0605799999998,1590.949211623696,1068.2795513808726
2020,1,12,23,1611.0544,1562.3478838124402,1052.8794543524577
2020,1,12,24,1498.79792,1525.60702101374,1009.824079484763
2020,1,13,1,1403.7678799999999,1480.7167633632473,921.0779502070793
2020,1,13,2,1326.10154,1426.2937173856856,823.621694366744
2020,1,13,3,1248.4665699999998,1356.8210606909643,698.2881737264117
2020,1,13,4,1186.7864800000002,1278.4572334175195,651.4075552708553
2020,1,13,5,1001.4725500000001,1134.30599454477,626.6730178818347
2020,1,13,6,996.18044,1131.1918782915325,669.5140086212432
2020,1,13,7,1004.1945399999998,1151.0151366266518,707.2350522629522
2020,1,13,8,1028.8470300000001,1177.6375889860315,771.3823018920648
2020,1,13,9,1071.99253,1233.5975234246134,871.2350169924551
2020,1,13,10,1021.76807,1211.882489314621,1028.6337860477745
2020,1,13,11,1097.5452,1296.8967239263402,1148.7357353303146
2020,1,13,12,1196.97835,1479.0000477734864,1167.6151238168022
2020,1,13,13,1265.3322599999997,1481.0144056860288,1068.060814600232
2020,1,13,14,1346.5272999999997,1507.6980745911626,968.9796735824507
2020,1,13,15,1468.6896299999999,1501.0886013893169,899.0709863543236
2020,1,13,16,1589.5844299999999,1474.570621097696,877.1837428750558
2020,1,13,17,1686.3656600000004,1464.3948259014437,860.2658511845108
2020,1,13,18,1759.56305,1445.3326158711002,851.685558711653
2020,1,13,19,1773.8740799999996,1421.9807997586918,892.7643588524128
2020,1,13,20,1725.21699,1408.952897086576,949.2683583571752
2020,1,13,21,1607.25855,1385.1094744386971,978.6046507227726
2020,1,13,22,1556.85492,1430.089860335922,998.864056601998
2020,1,13,23,1453.4555199999998,1415.067240560683,1007.1726762325252
2020,1,13,24,1362.77584,1389.2580955379012,984.817665851461
2020,1,14,1,1276.4956499999998,1337.2515641467203,921.085275045806
2020,1,14,2,1198.66785,1270.138664389018,830.6195527967178
2020,1,14,3,1126.0203700000002,1209.3727050004761,706.8256619939667
2020,1,14,4,1052.29595,1112.2913877186306,649.3654768091221
2020,1,14,5,943.45511,1019.8585298781325,646.5722201997688
2020,1,14,6,926.57664,1011.4617003454815,672.635399255034
2020,1,14,7,932.90082,1027.9249058376606,718.7309553392419
2020,1,14,8,946.27297,1047.4351800526567,796.6235670456322
2020,1,14,9,983.90711,1105.764073277342,920.2700807538001
2020,1,14,10,1035.50445,1165.1295923746331,1087.506182810116
2020,1,14,11,1103.76102,1244.9078556630643,1140.683385436702
2020,1,14,12,970.835,1262.632697687302,1126.025118859835
2020,1,14,13,1054.4953,1283.376100397796,1031.379982078614
2020,1,14,14,1228.35028,1420.0646527361191,926.7128513833654
2020,1,14,15,1358.3821200000002,1419.1199433115637,870.1273341086976
2020,1,14,16,1482.17427,1394.1609682549279,845.9224932231925
2020,1,14,17,1574.31453,1374.3070642646373,825.642714692047
2020,1,14,18,1644.80725,1341.0817331615049,831.571353815725
2020,1,14,19,1611.26129,1303.9179772202754,864.564239711877
2020,1,14,20,1551.05035,1265.7729953461833,924.9333642376429
2020,1,14,21,1436.57584,1249.6632878893633,943.5393279289266
2020,1,14,22,1384.1733700000002,1335.3111825176686,988.8576411563372
2020,1,14,23,1281.41213,1331.5668020889773,989.0728042031719
2020,1,14,24,1198.79977,1322.931558568107,967.7583939908088
2020,1,15,1,1121.7688899999998,1286.6305709652174,891.4158037780729
2020,1,15,2,1056.00637,1232.2448159053665,810.3384809605191
2020,1,15,3,995.52195,1164.4343310313454,679.2651764070662
2020,1,15,4,943.49755,1072.4525554081465,653.8106442251737
2020,1,15,5,1130.28409,1189.3533799957863,639.0927067742741
2020,1,15,6,1120.8616299999999,1178.933790358573,664.0189560204611
2020,1,15,7,1137.95196,1193.3302442221313,693.4370659286385
2020,1,15,8,1171.8379,1228.7783657262378,756.2464495190776
2020,1,15,9,1228.76668,1295.4098079937116,863.4175411551053
2020,1,15,10,1230.99104,1305.3958011935683,1064.409840721366
2020,1,15,11,1352.3177200000005,1451.9470746390962,1205.1100924158034
2020,1,15,12,1489.8403700000003,1687.7383749175433,1230.6258371419544
2020,1,15,13,1661.3164099999997,1740.4259597002163,1213.5533478661268
2020,1,15,14,1842.82918,1798.9490530018966,1150.092340928055
2020,1,15,15,2050.47124,1827.847645535969,1103.0131855878676
2020,1,15,16,2220.2808999999997,1837.9562872826912,1032.5186792230606
2020,1,15,17,2308.4980499999997,1812.9373002098948,933.9126701176051
2020,1,15,18,2299.18795,1743.9412158036805,861.4393700875312
2020,1,15,19,2233.18237,1657.044105875919,839.9619301195713
2020,1,15,20,2083.0265300000005,1577.150216957067,858.3056502690351
2020,1,15,21,1872.69452,1515.2411896135013,904.4032300697891
2020,1,15,22,1775.25881,1558.3952400147002,993.7505182405275
2020,1,15,23,1620.84652,1518.206809248184,1002.1216085354301
2020,1,15,24,1500.44432,1474.2141508076709,991.5163430889335
2020,1,16,1,1391.3939599999999,1423.4282220069786,914.2052665422635
2020,1,16,2,1301.40076,1364.2547027078365,828.8394181858023
2020,1,16,3,1222.69464,1297.4078066662728,717.9877084776773
2020,1,16,4,1166.58959,1215.5652137660045,637.1643591233238
2020,1,16,5,1142.48914,1177.3479480108886,603.587787663972
2020,1,16,6,1128.9558799999998,1165.9430875066923,628.8782463157311
2020,1,16,7,1138.95378,1182.6546120178364,650.0849782419975
2020,1,16,8,1168.86068,1214.886455062456,703.6404663605483
2020,1,16,9,1226.7676900000001,1279.7044820426438,796.956551105075
2020,1,16,10,1230.90975,1297.5087273476302,969.9468342061916
2020,1,16,11,1351.99345,1441.302970389557,1113.2206141701865
2020,1,16,12,1485.29608,1677.9595086330887,1145.4437326791508
2020,1,16,13,1656.94231,1731.384191177579,1134.533032545782
2020,1,16,14,1823.77933,1788.0179493504863,1105.9960122217303
2020,1,16,15,1983.9523000000002,1811.4038054022749,1052.6330057390533
2020,1,16,16,2110.4189600000004,1833.4425936370278,985.7932687639166
2020,1,16,17,2202.60277,1822.2116815569543,903.5736802289027
2020,1,16,18,2222.09385,1764.6826987953868,854.1135091915339
2020,1,16,19,2144.72021,1694.7592603411242,845.7653674466943
2020,1,16,20,2009.3336399999998,1622.1069103599127,868.6686023206017
2020,1,16,21,1812.51573,1558.6886842718452,903.623265558288
2020,1,16,22,1734.4235800000001,1582.537832360304,994.8141843455004
2020,1,16,23,1603.8710599999995,1548.200751273387,1017.373706950438
2020,1,16,24,1493.1396499999998,1502.574311228048,1004.1064208357707
2020,1,17,1,1397.1421599999996,1448.6785687548233,925.8036859348149
2020,1,17,2,1312.57453,1389.6696494092444,841.0187643055548
2020,1,17,3,1233.9396700000002,1321.9336832506785,724.3648240235032
2020,1,17,4,1175.2216699999997,1235.9108982807068,692.8724178198771
2020,1,17,5,1150.3335300000006,1206.7259522383563,688.6466311675946
2020,1,17,6,1136.09011,1202.1358084049273,711.2998357718666
2020,1,17,7,1150.2881800000002,1208.575834648313,750.7212030152292
2020,1,17,8,1179.4823500000002,1229.8744690245217,819.0255034951064
2020,1,17,9,1233.4405599999998,1291.293627764193,930.6927604070871
2020,1,17,10,1234.51422,1298.7147414671006,1131.9414839411058
2020,1,17,11,1356.80408,1433.2414345855536,1282.6986758940452
2020,1,17,12,1496.11294,1657.313126132688,1263.8554734333313
2020,1,17,13,1665.29817,1720.4170893026026,1181.4788751346189
2020,1,17,14,1851.18387,1829.2024964459883,1086.4813237457126
2020,1,17,15,2052.39788,1870.907131020545,1008.256655224555
2020,1,17,16,2207.05924,1881.9546354628712,977.9772245862969
2020,1,17,17,2288.8513800000005,1864.5096669112268,902.4072855080083
2020,1,17,18,2307.25771,1798.4805542698475,864.1859070978429
2020,1,17,19,2221.60504,1709.0518762983359,856.5960750113853
2020,1,17,20,2091.42205,1630.996820091305,883.076565051638
2020,1,17,21,1906.70454,1562.9400285979464,918.1331774545123
2020,1,17,22,1781.0795500000002,1588.594097485975,992.5024069790229
2020,1,17,23,1626.3371399999999,1542.9318007883849,1016.9792568184612
2020,1,17,24,1504.55581,1500.7020790053753,1007.7019805497004
2020,1,18,1,1400.76449,1449.5657827784407,943.5589864521997
2020,1,18,2,1313.05938,1385.2056210868282,871.7811807405421
2020,1,18,3,1233.20057,1327.1799863753586,812.4537338508184
2020,1,18,4,1173.7736799999998,1228.5233449262716,770.4313080079162
2020,1,18,5,1136.9396000000002,1180.8052731307462,776.3006514294447
2020,1,18,6,1124.95219,1172.3950996196975,819.7035043949058
2020,1,18,7,1136.74031,1188.98154888553,889.441410357767
2020,1,18,8,1166.1102599999997,1220.835808856062,1036.4582080518785
2020,1,18,9,1216.7676500000005,1284.2866855852587,1127.4493165514345
2020,1,18,10,1210.67295,1291.4688132105753,1316.1731582973766
2020,1,18,11,1321.17712,1425.558576882874,1558.340846854252
2020,1,18,12,1441.5074399999999,1642.8674334979887,1515.989040103849
