GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4
1_LFILL,1,LFILL,G,0,0,1,5.4,5.4,13,-13,6,7,0.750000001,9999,9999,9999,,0,9999,29.15312929,2.677787,0.5,1,,,0,0,,,
11_LFILL,11,LFILL,G,0,0,1,5.4,5.4,13,-13,6,7,0.750000001,9999,9999,9999,,0,9999,28.56373786,2.677787,0.5,1,,,0,0,,,
1_PV,1,PV,S,0,0,1,807.4545455,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
1_WIND,1,WIND,W,0,0,1,202.9293,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
20_PV,20,PV,S,0,0,1,65.09090909,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
20_WIND,20,WIND,W,0,0,1,502.2696,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
21_HYDRO,21,HYDRO,H,0,0,1,67,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
21_PV,21,PV,S,0,0,1,55.90909091,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
21_WIND,21,WIND,W,0,0,1,37.76827631,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
22_PV,22,PV,S,0,0,1,8,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
23_COAL,23,COAL,C,0,0,1,1470,588,13,-13,12,24,13.82600268,9999,9999,9999,,0,9999,75585.12186,1.820655,0.5,1,,,0,0,,,
23_PV,23,PV,S,0,0,1,17.81818182,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
23_WIND,23,WIND,W,0,0,1,765.7416,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
24_CC,24,CC,G,0,0,1,564,310.1999921,13,-13,8,6,4.830880524,9999,9999,9999,,0,9999,7951.486038,2.686785,0.5,1,,,130.3804227,5.721190386,,,
24_CT,24,CT,C,0,0,1,111,49.94999867,13,-13,0,0,5.931863754,9999,9999,9999,,0,9999,1244.259661,1.820655,0.5,1,,,25.87994015,12.25291181,,,
24_HYDRO,24,HYDRO,H,0,0,1,241,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
24_PV,24,PV,S,0,0,1,66.45454545,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
24_WIND,24,WIND,W,0,0,1,1811.832801,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
25_CC,25,CC,G,0,0,1,8280.268428,4554.14752,13,-13,8,6,70.92373667,9999,9999,9999,,0,9999,53180.33316,2.686785,0.5,1,,,155.6868968,6.831657378,,,
25_CT,25,CT,C,0,0,1,272.4,122.5799967,13,-13,0,0,14.55711429,9999,9999,9999,,0,9999,2008.754167,1.820655,0.5,1,,,25.92854467,12.27592372,,,
25_HYDRO,25,HYDRO,H,0,0,1,95,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
25_LFILL,25,LFILL,G,0,0,1,7.6,7.6,13,-13,6,7,1.055555556,9999,9999,9999,,0,9999,40.71583668,2.686785,0.5,1,,,0,0,,,
25_PV,25,PV,S,0,0,1,1068.636364,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
25_WIND,25,WIND,W,0,0,1,1.723807124,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
26_CC,26,CC,G,0,0,1,4843.491834,2663.920441,13,-13,8,6,41.48640136,9999,9999,9999,,0,9999,12470.2612,2.686785,0.5,1,,,141.439827,6.20648531,,,
26_HYDRO,26,HYDRO,H,0,0,1,172,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
26_PV,26,PV,S,0,0,1,55.18181818,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
27_CC,27,CC,G,0,0,1,5308.503637,2919.676926,13,-13,8,6,45.46940928,9999,9999,9999,,0,9999,58142.31893,2.686785,0.5,1,,,153.3946413,6.731071495,,,
27_HYDRO,27,HYDRO,H,0,0,1,862,3.305024102,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
27_PV,27,PV,S,0,0,1,120.2727273,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
27_WIND,27,WIND,W,0,0,1,585.8173,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
28_CT,28,CT,C,0,0,1,3132.9,1409.804962,13,-13,0,0,167.4228464,9999,9999,9999,,0,9999,17319.99002,1.820655,0.5,1,,,25.9054659,12.26499703,,,
28_HYDRO,28,HYDRO,H,0,0,1,66,0.962210086,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
28_LFILL,28,LFILL,G,0,0,1,6,6,13,-13,6,7,0.833333334,9999,9999,9999,,0,9999,31.31187561,2.686785,0.5,1,,,0,0,,,
28_PV,28,PV,S,0,0,1,2447.909091,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
28_WIND,28,WIND,W,0,0,1,159.5774,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
29_PV,29,PV,S,0,0,1,20.63636364,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
2_HYDRO,2,HYDRO,H,0,0,1,3318,159.7798534,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
2_LFILL,2,LFILL,G,0,0,1,26,26,13,-13,6,7,3.611111114,9999,9999,9999,,0,9999,138.3617583,2.677787,0.5,1,,,0,0,,,
2_PV,2,PV,S,0,0,1,293.8181818,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
2_WIND,2,WIND,W,0,0,1,9.0153,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
30_CC,30,CC,G,0,0,1,3633.111413,1998.211226,13,-13,8,6,31.1190198,9999,9999,9999,,0,9999,17459.32069,2.686785,0.5,1,,,146.2175966,6.416137409,,,
30_CT,30,CT,C,0,0,1,1296.024731,583.2111132,13,-13,0,0,69.25983895,9999,9999,9999,,0,9999,14533.32888,1.820655,0.5,1,,,24.64820168,11.66974265,,,
30_PV,30,PV,S,0,0,1,674.6363636,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
31_CT,31,CT,C,0,0,1,3144.843679,1415.179618,13,-13,0,0,168.0611192,9999,9999,9999,,0,9999,21536.14057,1.820655,0.5,1,,,24.0281332,11.37616993,,,
31_HYDRO,31,HYDRO,H,0,0,1,80,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
31_PV,31,PV,S,0,0,1,815.5454545,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
31_WIND,31,WIND,W,0,0,1,527.2037688,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
32_CT,32,CT,C,0,0,1,1129.130082,508.1085231,13,-13,0,0,60.34095319,9999,9999,9999,,0,9999,12589.97882,1.820655,0.5,1,,,24.53701876,11.61710287,,,
32_PV,32,PV,S,0,0,1,40.18181818,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
33_BIO,33,BIO,B,0,0,1,25.2,25.2,13,-13,7,7,3.500000003,9999,9999,9999,,0,9999,67.22160172,0,0.5,1,,,0,0,,,
33_CC,33,CC,G,0,0,1,3456,1900.799952,13,-13,8,6,29.6019913,9999,9999,9999,,0,9999,48333.0575,2.686785,0.5,1,,,155.9192193,6.841851864,,,
33_CT,33,CT,C,0,0,1,359.5298654,161.7884351,13,-13,0,0,19.21335295,9999,9999,9999,,0,9999,587.8145203,1.820655,0.5,1,,,24.936337,11.80616092,,,
33_HYDRO,33,HYDRO,H,0,0,1,306,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
33_PV,33,PV,S,0,0,1,2133.727273,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
33_WIND,33,WIND,W,0,0,1,245.6105,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
34_CC,34,CC,G,0,0,1,1128,620.3999842,13,-13,8,6,9.661761048,9999,9999,9999,,0,9999,15715.32438,2.686785,0.5,1,,,146.4307754,6.425491857,,,
34_COAL,34,COAL,C,0,0,1,2250,900,13,-13,12,24,21.162249,9999,9999,9999,,0,9999,115673.5797,1.820655,0.5,1,,,0,0,,,
34_CT,34,CT,C,0,0,1,2264.373869,1018.968214,13,-13,0,0,121.0086241,9999,9999,9999,,0,9999,6087.128703,1.820655,0.5,1,,,26.81865232,12.69734705,,,
34_HYDRO,34,HYDRO,H,0,0,1,88,15.8444,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
34_PV,34,PV,S,0,0,1,843.3636364,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
34_WIND,34,WIND,W,0,0,1,176.8068,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
3_HYDRO,3,HYDRO,H,0,0,1,1200,317.7218916,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
3_PV,3,PV,S,0,0,1,172,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
3_WIND,3,WIND,W,0,0,1,105.3,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
4_HYDRO,4,HYDRO,H,0,0,1,8707,645.2908748,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
4_PV,4,PV,S,0,0,1,29.45454545,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
4_WIND,4,WIND,W,0,0,1,126,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
5_BIO,5,BIO,B,0,0,1,14.8,14.8,13,-13,7,7,2.055555557,9999,9999,9999,,0,9999,39.32926828,0,0.5,1,,,0,0,,,
5_CC,5,CC,G,0,0,1,2497.8,1373.789965,13,-13,8,6,21.39463364,9999,9999,9999,,0,9999,35027.22061,2.677787,0.5,1,,,156.5168387,6.86807585,,,
5_CT,5,CT,C,0,0,1,1857.6,835.9199777,13,-13,0,0,99.27054153,9999,9999,9999,,0,9999,7681.938015,2.169001,0.5,1,,,25.41864234,12.0345094,,,
5_HYDRO,5,HYDRO,H,0,0,1,3161,278.6878587,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
5_LFILL,5,LFILL,G,0,0,1,25.6,25.6,13,-13,6,7,3.555555558,9999,9999,9999,,0,9999,76.63848812,2.677787,0.5,1,,,0,0,,,
5_PV,5,PV,S,0,0,1,1015,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
5_WIND,5,WIND,W,0,0,1,157.5335,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
6_HYDRO,6,HYDRO,H,0,0,1,103,19.51335,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
6_PV,6,PV,S,0,0,1,232.3636364,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
6_WIND,6,WIND,W,0,0,1,37.3248,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
7_HYDRO,7,HYDRO,H,0,0,1,215,53.78412523,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
7_PV,7,PV,S,0,0,1,36.54545455,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
7_WIND,7,WIND,W,0,0,1,0.237180524,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
8_CT,8,CT,C,0,0,1,15,6.74999982,13,-13,0,0,0.80160321,9999,9999,9999,,0,9999,172.3758452,2.169001,0.5,1,,,26.11195159,12.36275811,,,
8_HYDRO,8,HYDRO,H,0,0,1,117,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
8_PV,8,PV,S,0,0,1,100.0909091,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
8_WIND,8,WIND,W,0,0,1,29.6179346,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
9_BIO,9,BIO,B,0,0,1,78.4,78.4,13,-13,7,7,10.8888889,9999,9999,9999,,0,9999,177.0097313,0,0.5,1,,,0,0,,,
9_CC,9,CC,G,0,0,1,11086.8,6097.739845,13,-13,8,6,94.96277694,9999,9999,9999,,0,9999,30659.67505,2.677787,0.5,1,,,155.9627643,6.84376265,,,
9_CT,9,CT,C,0,0,1,11177.42862,5029.842743,13,-13,0,0,597.3241772,9999,9999,9999,,0,9999,19404.9045,2.169001,0.5,1,,,25.24589364,11.95272116,,,
9_HYDRO,9,HYDRO,H,0,0,1,5094,34.94928942,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
9_LFILL,9,LFILL,G,0,0,1,60.4,60.4,13,-13,6,7,8.388888896,9999,9999,9999,,0,9999,126.469029,2.677787,0.5,1,,,0,0,,,
9_OGS,9,OGS,G,0,0,1,268.8,120.9599968,13,-13,1,1,14.36472952,9999,9999,9999,,0,9999,2839.426318,2.677787,0.5,1,,,0,0,,,
9_PV,9,PV,S,0,0,1,10122.18182,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
9_WIND,9,WIND,W,0,0,1,4356.6562,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
25_CT-c,25,CC,G,0,0,1,8280.268428,4554.14752,13,-13,8,6,70.92373667,9999,9999,9999,,0,9999,53180.33316,2.686785,0.5,1,,,155.6868968,6.831657378,,,
25_CC-c,25,CT,C,0,0,1,272.4,122.5799967,13,-13,0,0,14.55711429,9999,9999,9999,,0,9999,2008.754167,1.820655,0.5,1,,,25.92854467,12.27592372,,,
26_CC-c,26,CC,G,0,0,1,4843.491834,2663.920441,13,-13,8,6,41.48640136,9999,9999,9999,,0,9999,12470.2612,2.686785,0.5,1,,,141.439827,6.20648531,,,
27_CT-c,27,CC,G,0,0,1,5308.503637,2919.676926,13,-13,8,6,45.46940928,9999,9999,9999,,0,9999,58142.31893,2.686785,0.5,1,,,153.3946413,6.731071495,,,
08_CT-c,28,CT,C,0,0,1,3132.9,1409.804962,13,-13,0,0,167.4228464,9999,9999,9999,,0,9999,17319.99002,1.820655,0.5,1,,,25.9054659,12.26499703,,,
30_CC-c,30,CC,G,0,0,1,3633.111413,1998.211226,13,-13,8,6,31.1190198,9999,9999,9999,,0,9999,17459.32069,2.686785,0.5,1,,,146.2175966,6.416137409,,,
30_CC-c,30,CT,C,0,0,1,1296.024731,583.2111132,13,-13,0,0,69.25983895,9999,9999,9999,,0,9999,14533.32888,1.820655,0.5,1,,,24.64820168,11.66974265,,,
31_CT-c,31,CT,C,0,0,1,3144.843679,1415.179618,13,-13,0,0,168.0611192,9999,9999,9999,,0,9999,21536.14057,1.820655,0.5,1,,,24.0281332,11.37616993,,,
5_CT-c,5,CC,G,0,0,1,2497.8,1373.789965,13,-13,8,6,21.39463364,9999,9999,9999,,0,9999,35027.22061,2.677787,0.5,1,,,156.5168387,6.86807585,,,
5_CC-c,5,CT,C,0,0,1,1857.6,835.9199777,13,-13,0,0,99.27054153,9999,9999,9999,,0,9999,7681.938015,2.169001,0.5,1,,,25.41864234,12.0345094,,,
8_CC-c,8,CT,C,0,0,1,15,6.74999982,13,-13,0,0,0.80160321,9999,9999,9999,,0,9999,172.3758452,2.169001,0.5,1,,,26.11195159,12.36275811,,,
9_CT-c,9,CC,G,0,0,1,11086.8,6097.739845,13,-13,8,6,94.96277694,9999,9999,9999,,0,9999,30659.67505,2.677787,0.5,1,,,155.9627643,6.84376265,,,
9_CT-c,9,CT,C,0,0,1,11177.42862,5029.842743,13,-13,0,0,597.3241772,9999,9999,9999,,0,9999,19404.9045,2.169001,0.5,1,,,25.24589364,11.95272116,,,
10_NUC,10,NUC,N,0,0,1,2150,2150,13,-13,48,48,6.86,9999,9999,9999,,0,9999,247966.46,0.678339,0.5,1,,,0,0,,,
2_NUC,2,NUC,N,0,0,1,1163,1163,13,-13,48,48,3.72,9999,9999,9999,,0,9999,135237.5,0.678339,0.5,1,,,0,0,,,
28_NUC,28,NUC,N,0,0,1,3937,3937,13,-13,48,48,12.19,9999,9999,9999,,0,9999,467131.5,0.678339,0.5,1,,,0,0,,,
9_NUC,9,NUC,N,0,0,1,2240,2240,13,-13,48,48,7.15,9999,9999,9999,,0,9999,259341.76,0.678339,0.5,1,,,0,0,,,
32_CT-c,32,CT,C,0,0,1,1129.130082,508.1085231,13,-13,0,0,60.34095319,9999,9999,9999,,0,9999,12589.97882,1.820655,0.5,1,,,24.53701876,11.61710287,,,
33_CC-c,33,CC,G,0,0,1,3456,1900.799952,13,-13,8,6,29.6019913,9999,9999,9999,,0,9999,48333.0575,2.686785,0.5,1,,,155.9192193,6.841851864,,,
33_CT-c,33,CT,C,0,0,1,359.5298654,161.7884351,13,-13,0,0,19.21335295,9999,9999,9999,,0,9999,587.8145203,1.820655,0.5,1,,,24.936337,11.80616092,,,
34_CC-c,34,CC,G,0,0,1,1128,620.3999842,13,-13,8,6,9.661761048,9999,9999,9999,,0,9999,15715.32438,2.686785,0.5,1,,,146.4307754,6.425491857,,,
34_CT-c,34,CT,C,0,0,1,2264.373869,1018.968214,13,-13,0,0,121.0086241,9999,9999,9999,,0,9999,6087.128703,1.820655,0.5,1,,,26.81865232,12.69734705,,,
10_WIND-c,10,WIND,W,0,0,1,655.6725,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
12_WIND-c,12,WIND,W,0,0,1,441.8712,0,13,-13,,,-9999,9999,9999,9999,,0,9999,-9999,,0.5,1,,,0,0,,,
