Simulation,Category,Object,Parameter,Data File
DAY_AHEAD,Area,25,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,25,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,26,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,26,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,27,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,27,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,28,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,28,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,29,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,29,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,30,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,30,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,31,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,31,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,32,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,32,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,33,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,33,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Area,34,MW Load,DAY_AHEAD_load.csv
REAL_TIME,Area,34,MW Load,REAL_TIME_load.csv
DAY_AHEAD,Generator,1_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,11_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,11_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,11_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,11_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,12_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,12_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,12_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,12_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,18_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,18_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,18_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,18_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,19_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,19_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,19_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,19_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,2_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,2_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,2_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,2_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,20_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,20_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,20_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,20_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,21_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,21_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,21_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,21_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,22_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,22_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,22_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,22_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,23_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,23_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,23_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,23_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,24_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,24_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,24_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,24_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,25_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,25_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,25_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,25_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,26_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,26_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,26_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,26_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,27_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,27_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,27_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,27_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,28_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,28_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,28_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,28_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,29_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,29_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,29_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,29_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,3_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,3_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,3_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,3_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,30_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,30_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,30_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,30_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,31_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,31_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,31_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,31_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,32_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,32_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,32_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,32_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,33_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,33_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,33_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,33_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,34_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,34_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,34_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,34_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,35_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,35_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,35_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,35_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,4_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,4_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,4_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,4_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,5_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,5_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,5_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,5_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,6_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,6_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,6_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,6_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,7_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,7_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,7_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,7_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,8_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,8_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,8_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,8_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_PV,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_PV,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_PV,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_PV,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,18_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,18_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,18_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,18_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,2_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,2_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,2_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,2_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,20_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,20_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,20_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,20_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,21_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,21_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,21_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,21_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,24_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,24_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,24_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,24_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,31_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,31_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,31_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,31_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,33_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,33_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,33_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,33_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,34_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,34_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,34_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,34_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,5_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,5_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,5_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,5_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,23_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,23_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,23_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,23_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,25_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,25_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,25_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,25_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,6_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,6_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,6_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,6_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,28_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,28_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,28_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,28_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,12_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,12_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,12_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,12_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,27_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,27_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,27_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,27_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,8_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,8_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,8_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,8_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,3_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,3_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,3_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,3_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,4_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,4_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,4_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,4_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,7_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,7_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,7_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,7_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,18_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,18_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,18_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,18_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,2_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,2_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,2_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,2_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,27_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,27_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,27_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,27_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,28_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,28_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,28_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,28_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,3_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,3_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,3_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,3_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,34_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,34_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
